institute,category,course_num,course_name,credit,semester,description
bulletin.hofstra.edu,ITAL,ITAL153,(LT) Italian Poetry: Civilization and Aesthetics,3,,PeriodicallyThe primary objectives of this course are to acquaint students with Italian poetry as an art form and as an expression of a civilization and to develop students’ abilities in critical reading and in essay writing. Poets are chosen from different periods of Italian literary history; and a thematic approach to the subject is privileged. Prepared discussions on assigned readings with vocabulary preparation and interpretation; oral reports on poems selected for in-class presentation.Prerequisite(s)/Course Notes: ITAL 130  or permission of instructor.
bulletin.hofstra.edu,ITAL,ITAL154,(LT) Masterpieces of Italian Literature,3,,PeriodicallyThe primary object is to develop each student’s ability in the critical reading of outstanding authors from the beginning to the present. Readings are chosen according to each student’s prior experience and interests. Rather than a chronological approach; with division into literary movements; the student chooses; upon advisement; one or more themes (e.g.; the artist and society; literature of social protest; the role of women; the search for identity) which is pursued by reports to the whole class. A detailed personal record of reading progress is maintained to assure the systematic development of each student’s facility in literary criticism.Prerequisite(s)/Course Notes: ITAL 130   or permission of instructor.
bulletin.hofstra.edu,ITAL,ITAL155,(LT) Masterpieces of Italian Literature,3,,PeriodicallyThe primary object is to develop each student’s ability in the critical reading of outstanding authors from the beginning to the present. Readings are chosen according to each student’s prior experience and interests. Rather than a chronological approach; with division into literary movements; the student chooses; upon advisement; one or more themes (e.g.; the artist and society; literature of social protest; the role of women; the search for identity) which is pursued by reports to the whole class. A detailed personal record of reading progress is maintained to assure the systematic development of each student’s facility in literary criticism.Prerequisite(s)/Course Notes: ITAL 130   or permission of instructor.
bulletin.hofstra.edu,ITAL,ITAL156,(LT) Masterpieces of Italian Literature,3,,PeriodicallyThe primary object is to develop each student’s ability in the critical reading of outstanding authors from the beginning to the present. Readings are chosen according to each student’s prior experience and interests. Rather than a chronological approach; with division into literary movements; the student chooses; upon advisement; one or more themes (e.g.; the artist and society; literature of social protest; the role of women; the search for identity) which is pursued by reports to the whole class. A detailed personal record of reading progress is maintained to assure the systematic development of each student’s facility in literary criticism.Prerequisite(s)/Course Notes: ITAL 130  or permission of instructor.
bulletin.hofstra.edu,ITAL,ITAL157,(LT) Contemporary Italian Women’s Fiction,3,,Periodically  Readings of representative works including both short stories and novels. Exploration of recurrent themes such as sisterhood; violence against women; misogyny; female desire; female agency; the language of emotion; subjectivity and the body. The course will analyze the ways in which the Bildungsroman; the historical novel and the postmodern novel are impacted by the gender of the author.Prerequisite(s)/Course Notes: ITAL 130   or permission of instructor.
bulletin.hofstra.edu,ITAL,ITAL160,Translation I,3,,Every other yearAnalysis and study of techniques and problems inherent to the translation process. Intensive exercises from Italian into English and English into Italian. Journalistic; editorial and literary texts are used.Prerequisite(s)/Course Notes: Permission of instructor or one of the following courses: ITAL 101 ; 102 ; 103 ;  104 ; 105 ; 109 ; 110 ; 111 ; 112 ; 116 ; 120 ; 121  or 122 ; 130 .
bulletin.hofstra.edu,ITAL 170,ITAL 170A-Z,Special Topics in Italian Literature and Culture,3,,Periodically Advanced course in a literary theme; genre; author or cultural topic to be selected.  Close textual readings; oral and written reports and discussions in Italian.   Prerequisite(s)/Course Notes: ITAL 130   or permission of instructor. May be repeated for credit when topics vary. Specific titles and course descriptions for special topics courses are available in the online class schedule.
bulletin.hofstra.edu,ITLT,ITLT014F,First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open tofirst-year students only. Topics vary by semester.  This course isoffered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,ITLT,ITLT014S,First-Year Seminar,3-4,Spring,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open tofirst-year students only. Topics vary by semester.  This course isoffered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,ITLT,ITLT040,(LT) Vice & Virtue: Dante to Machiavelli,3,,PeriodicallyA study of the persistent preoccupation with sin and virtue and the concepts’ changing value and definition in Italian literature from the 13th to the 17th century. Students read recognized masterpieces by male and female authors; such as Dante; Petrarch; Boccaccio; Colonna; Franco; Michelangelo and Machiavelli. All works are read and discussed in English.Prerequisite(s)/Course Notes: (Formerly Dante to Machiavelli: Vice and Virtue.)
bulletin.hofstra.edu,ITLT,ITLT041,(LT) To Hell and Back: Dante’s Inferno,3,,PeriodicallyThe course is a journey through the Inferno as a reflection of medieval literature; concerns and preoccupations. Following the epic hero’s descent into and escape from Hell; the class engages in close readings that emphasize the ethical; religious; and political background of the medieval world. This course focuses on three recurrent topics represented in all canticles of the Divine Comedy: free will and spiritual salvation; Dante’s moral imperative in representing and shaping the transcendental as well as secular spheres; and the poet’s homage to classical epic tradition. Although readings will focus on the Inferno; complementary selections from the Vita Nuova; Purgatorio and Paradiso will also be discussed. Art and music inspired by the Inferno will also enrich our study of Dante’s epic poem. All works are read and discussed in English.Prerequisite(s)/Course Notes: (Formerly Dante and Medieval Culture: The “Divine Comedy.”)
bulletin.hofstra.edu,ITLT,ITLT042,(LT) Lie; Cheat; and Steal: Short Stories of Decameron,3,,PeriodicallyThe course studies the vastly entertaining “human comedy” known as The Decameron and its place in the birth of the Italian short story tradition. With amusing tales populated by thieves; liars; adulterers; wily servants; scheming wives; princes; kings; pining lovers; con artists and fools; the class gauges The Decameron’s significance from a variety of perspectives: the social upheaval wrought by the 14th-century bubonic plague; the challenge to medieval stereotypes concerning gender; nobility; religion and sex; the prominent role played by women in the tales; the themes of love; fortune; and intelligence; Boccaccio’s art of storytelling and self-conscious narration; the rise of realism in early Renaissance Italian literature; and; perhaps; the suggestion of a formula for living well in troubled times. All works are read and discussed in English.Prerequisite(s)/Course Notes: (Formerly Sex; Lies and Writing: Boccaccio’s Decameron.)
bulletin.hofstra.edu,ITLT,ITLT050,(LT) Writing Women in Early Modern Italy,3,,PeriodicallyStudents are introduced to the classics of early modern Italian literature (Ariosto; Boccaccio; Castiglione; Machiavelli; Tasso; et al.) under the unifying perspective of how these authors constructed a dialogue about the nature and status of women. With this critical orientation; woman as subject and object of representation emerges as the focus of an intertextual conversation among authors both male and female. Boccaccio’s Famous Women is read in conjunction with Fonte’s The Worth of Women; the courtier with the courtesan; the recognized masters of pastoral; epic and comedy with lesser known examples by Campiglia and Andreini. Representations of women in painting and sculpture; early modern female artists
bulletin.hofstra.edu,ITLT,ITLT068,(LT) Short Story & Novel in Italy,3,,Every Other YearReadings and discussions of short stories and novels from centuries of Italian literary tradition that expose students to a varied panorama of key authors; movements; styles; traditions and historical contexts. All readings are in English.Prerequisite(s)/Course Notes: (Formerly Highlights of Italian Literature.)
bulletin.hofstra.edu,ITLT,ITLT069,(LT) Italian Stage & Theater,3,,Every Other YearReadings and discussions of plays and other theatrical forms from Italy’s rich stage tradition. Readings can include illustrative works from Renaissance to modern comedy; tragedy; commedia dell’arte; opera; experimental; political; and satirical theater. All readings are in English.Prerequisite(s)/Course Notes: (Formerly Highlights of Italian Dramatic Literature.)
bulletin.hofstra.edu,ITLT,ITLT090,(LT) 20th- and 21st-Century Women Writers,3,,PeriodicallyAn investigation of various modes of self-expression in 20th-century Italian prose fiction (autofictions; regional novel; bildungsroman). The texts; read in English; represent an overview of literature written by Italian women from the early 20th century to the present and include contributions from both peninsular and insular authors. In addition to the relevant literary and sociopolitical contexts of writing; the course explores themes such as the negotiation of the right to write; motherhood and authoring; representation of gender roles; female social transgression; rebellion; and self-awareness.Prerequisite(s)/Course Notes: (Formerly Lifelines: Italian Women’s 20th-Century Prose Fiction.)
bulletin.hofstra.edu,ITST,ITST014F,First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open tofirst-year students only. Topics vary by semester.  This course isoffered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,ITST,ITST014S,First-Year Seminar,3-4,Spring,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open tofirst-year students only. Topics vary by semester.  This course isoffered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,ITST,ITST116,Independent Study in Italian Studies and Italian American Studies,1-6,,PeriodicallyMovements; ideas; and issues of special interest to Italian Studies and Italian American Studies. All works are read in English.Prerequisite(s)/Course Notes: May be repeated for up to 6 s.h. when topics vary. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,ITST,ITST131,(IS) Italian Cultural Studies I: From Unification to World War I,3-4,,PeriodicallyThe course aims to contextualize knowledge of a unified Italy’s cultural development; special attention will be given to the building of a national identity. Each class will address a fundamental issue tied to the country’s troubled but vital first 50 years of history. Students will be presented with major trends in narrative; poetry; and the visual arts; as well as major political and philosophical figures.Prerequisite(s)/Course Notes: May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,ITST,ITST132,(IS) Italian Cultural Studies II: From World War I to the Present,3-4,,PeriodicallyExploring the culture of unified Italy from the immediate post-War years to the present day; this course aims to contextualize knowledge of a unified Italy’s cultural development; special attention will be given to the building of a national identity. Students will be presented with major trends in narrative; poetry; and the visual arts; as well as major political and philosophical figures.Prerequisite(s)/Course Notes: May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,ITST 140,ITST 140A-Z,(IS) Topics in Italian and Italian American Cultural Studies,3,,PeriodicallyInterdisciplinary study of Italian and Italian American culture; with emphasis on modern and contemporary issues; particularly those related to the cultural politics of Italian and Italian American identity. The course seeks to develop new perspectives on Italian culture and adopts a cultural studies approach that uses such concepts as space; gender; and memory to examine critically the many ways in which a society represents itself. The course concentrates on a specific topic drawn from the following general areas: geo-politics; identities; the role of gender; class; religion; and politics in identity formation; diaspora and immigration; popular culture and the media; Italian perspectives on spectacle culture; opera as a cultural text; tragedy/comedy.Prerequisite(s)/Course Notes: All works are read and discussed in English. May be repeated for credit as topics vary. Specific titles and course descriptions for special topics courses are available in the online class schedule.
bulletin.hofstra.edu,ITST,ITST141,(AA) Italian Cinema from Neorealism to the Present,3,,PeriodicallyDetailed analysis of major films with attention to the cultural and political functions of cinema in post-war Italy. Screenings of films by Rosse
bulletin.hofstra.edu,ITST,ITST142,(IS) The Italian Mafia: Historical Reality and Fictional Representations,3,,PeriodicallyThis course examines the wide spectrum of representations of Italian organized crime; from historically oriented works to fictional popularizations. Some of the major narratives dealing with southern organized crime will be presented. At the same time; students will learn about the origins and the development of the Mafia and its economic and political background;
bulletin.hofstra.edu,ITST,ITST161,(LT) The Culture of the Italian Diaspora: From the Great Immigration to the Postmodern Condition,3,,PeriodicallyA critical history o the Italian American presence in and contribution to American culture from 1880 to the present. All dimensions of Italian American cultural creation—from literature and the arts; including cinema; to everyday practices and subcultural styles —will be studied and considered as one
bulletin.hofstra.edu,JPAN,JPAN001,Elementary Japanese,3,Fall,n introduction to standard modern Japanese; focusing on development of aural/o
bulletin.hofstra.edu,JPAN,JPAN001Z,Explorations in the Japanese Language,2,,SummerThis course will provide student participants in Hofstra in Japan (HIJ) with a hands-on approach to the rudiments of Japanese grammar through communicative exercises. Students will also learn hiragana and katakana.Prerequisite(s)/Course Notes: This course is not available for language requirement credit; and students who have taken Japanese before are not permitted to enroll. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JPAN,JPAN002,Elementary Japanese,3,Spring,Continuation of JPAN 001 ; with increased emphasis on
bulletin.hofstra.edu,JPAN,JPAN003,Intermediate Japanese,3,Fall,ontinuation of JPAN 002 . This course continues coverage of fundamental structures; oral
bulletin.hofstra.edu,JPAN,JPAN004,Intermediate Japanese,3,Spring,A continuation of JPAN 003 . Introduction to intermediate Japanese language; with continued emphasis on attaining mastery of the four language skills:
bulletin.hofstra.edu,JPAN,JPAN005,Intermediate Japanese,3,Fall&Spring,Continuation of JPAN 004 . Continuation of intermediate Japanese language; for increased communicative competence at a high intermediate level of proficiency; in the four language areas (speaking; listening; reading; and writing). Students cover approximately 50 kanji; and read a variety of materials.Prerequisite(s)/Course Notes: JPAN 004  or equivalent. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JPAN,JPAN100,Honors Essay,3,Fall&Spring,Research and writing of a substantial essay in the field of Japanese or Japanese studies.Prerequisite(s)/Course Notes: Open only to senior majors who are eligible for departmental honors and who secure; before registration; written permission of the faculty adviser who will supervise the essay. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JPAN,JPAN101,Advanced Japanese,1-3,,PeriodicallyContinuation at the high intermediate level the study of the Japanese language. Students continue oral communication work; as well as develop more advanced reading skills. In this level; students learn approximately 70 kanji. Courses in this cycle (JPAN 101-102) may be taken in any order; one each semester.Prerequisite(s)/Course Notes: JPAN 005  or equivalent. May not be taken on a Pass/D+/D Fail basis.
bulletin.hofstra.edu,JPAN,JPAN102,Advanced Japanese,1-3,,PeriodicallyContinuation at the high intermediate level the study of the Japanese language. Students continue oral communication work; as well as develop more advanced reading skills. In this level; students learn approximately 70 kanji. Courses in this cycle (JPAN 101-102) may be taken in any order; one each semester.Prerequisite(s)/Course Notes: JPAN 005  or equivalent. May not be taken on a Pass/D+/D Fail basis.
bulletin.hofstra.edu,JPAN,JPAN103,Advanced Japanese Language-I,1-3,Fall,ontinuation of the study of the Japanese language. Students continue oral communication work; while developing more advanced skills in reading and writing; In this level; students learn approximately 100 kanji per course. The courses in this cycle (JPAN 103-104) may be taken in any order; one per semester.Prerequisite(s)/Course Notes: JPAN 005  or permission of the instructor. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JPAN,JPAN104,Advanced Japanese Language-I,1-3,Fall,ontinuation of the study of the Japanese language. Students continue oral communication work; while developing more advanced skills in reading and writing; In this level; students learn approximately 100 kanji per course. The courses in this cycle (JPAN 103-104) may be taken in any order; one per semester.Prerequisite(s)/Course Notes: JPAN 005  or permission of the instructor. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JPAN,JPAN105,Advanced Japanese Language-II,1-3,Spring,Continuation of the study of the Japanese language. Students continue oral communication work; while developing more advanced skills in reading and writing; In this level; students learn approximately 110 kanji per course. The courses in this cycle (JPAN 105-106) may be taken in any order; one per semester.Prerequisite(s)/Course Notes: Permission of the instructor is required.
bulletin.hofstra.edu,JPAN,JPAN106,Advanced Japanese Language-II,1-3,Spring,Continuation of the study of the Japanese language. Students continue oral communication work; while developing more advanced skills in reading and writing; In this level; students learn approximately 110 kanji per course. The courses in this cycle (JPAN 105-106) may be taken in any order; one per semester.Prerequisite(s)/Course Notes: Permission of the instructor is required.
bulletin.hofstra.edu,JRNL,JRNL001,Media Ethics,3,Fall&Spring,This course offers an examination of the fundamental ethical principles of media essential to democratic self-government. As media become ever more central to civil society and community; the ways in which messages frame issues are more directly related to individual values; beliefs and world views. Students need not arrive at the same set of moral principles; but they are encouraged to develop the moral reasoning and acuity necessary to arrive at a coherent and consistent moral framework. The course involves extensive use of case studies in addition to primary and secondary readings in the history; principles and practices of media as seen through journalism; public relations and general media.Prerequisite(s)/Course Notes: May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL010,Journalism Tools,3,Fall&Spring,Journalism has evolved from the typewriter and telegraph days to an age of instantaneous communication. Students will be introduced to and learn the use of modern journalism tools such as HTML; computer-based information research; still and video cameras; audio recorders and techniques of audio/video editing; information graphics; as well as other tools as the technologies and profession continue to evolve. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: WSC 001 . May not be taken on a Pass/D+/D/Fail basis. No liberal arts credit. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL011,News Writing and Reporting,3,Fall&Spring,Defining news and its importance in a democratic society; structure of news-gathering  process; the elements of news; introduction to basic news reporting and writing  for the Web; print and broadcast; use of the Internet as a reporting and research tool;  accuracy and fairness as journalistic imperatives. Outside community research  and reporting time is required.Prerequisite(s)/Course Notes: A passing grade on the Hofstra Writing Proficiency Exam. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL013,Advanced News Writing and Reporting,3,Fall&Spring,Theory and development of news stories; with special emphasis on interviewing;  observation; document research; source development; and other standard reporting  techniques. Students cover community beats and report and write news stories from  these beats. The course concentrates on public affairs reporting and features  field visits to criminal courts; in-class press conferences with government officials;  and on-the-scene coverage of governmental meetings. Students are also versed in  the theory; history; and use of Freedom of Information laws; shield protection  laws; and open meeting laws; and are introduced to libel and invasion of privacy  statutes.Prerequisite(s)/Course Notes: JRNL 010 ; 011 ; PSC 001 . May not be taken on a Pass/D+/D/Fail basis. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL014,Multimedia Journalism Video,3,Fall&Spring,This course introduces students to the concepts of shooting and editing video for a variety of journalism outlets. Using digital video equipment; students will learn the theories in class and then practice the concepts of shooting video for journalistic storytelling. They will also learn standard editing techniques for a variety of multimedia journalism applications. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: JRNL 010   and 011 . May not be taken on a Pass/D+/D/Fail basis. No liberal arts credit. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL015,Broadcast News Writing and Reporting,3,Fall&Spring,Introduction to news reporting and writing for radio and television; differing  imperatives of broadcast and print journalism; equipment familiarity; the broadcast  newsroom use of pictures and sound to convey news reports; emphasis on writing  on time; structure of the broadcast news package. Outside community research and  reporting time is required.Prerequisite(s)/Course Notes: JRNL 010   and 011 . No liberal arts credit. Lab fees additional. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL016,TV News Reporting and Production,3,Fall&Spring,An intensive workshop in which students use their journalism skills to research; write; report; shoot; and edit broadcast-quality television news stories. With an emphasis on developing advanced writing skills and facing ethical problems; the course requires participants to work with contemporary video equipment to produce stories that may be aired in the production of a student-produced newscast. Outside community research and reporting time are required.Prerequisite(s)/Course Notes: JRNL 014 ; 015  and RTVF 001 . No liberal arts credit. Lab fees additional. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL017,Advanced TV Reporting and Production,3,Spring,This course emphasizes interview techniques; the series; and short documentary news formats for television and the writing and production of the video story for television news. Professional and ethical issues for the broadcast journalist are considered. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: JRNL 016 . Lab fees additional. No liberal arts credit. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL020,Survey of News Issues,3,,PeriodicallyAn examination of six to 10 important; current news stories- regional; national and international-their contexts; the issues involved; and how these stories are being pursued; developed; and presented by newspapers; radio; TV; online; and other mainstream news sources. A critical assessment of the various approaches to these stories provides the focus to evaluate the various factors influencing news handling; writing; editing; and play. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: Prerequisite for Journalism majors : JRNL 011  or permission of instructor. Same as MASS 020 .
bulletin.hofstra.edu,JRNL,JRNL021,Critical View of Broadcast Media,3,,PeriodicallyCritical survey of the electronic media. Broadcast regulations and access; politics; news and investigative reporting; advertising and audience measurement; sex and violence; television drama; children’s and public broadcasting are discussed and analyzed. Current issues; the electronic media’s approach to them; and the impact of new media on broadcasting; especially in the area of journalism; are also discussed.Prerequisite(s)/Course Notes: JRNL 015   or permission of instructor. Outside research is required.
bulletin.hofstra.edu,JRNL,JRNL025,Radio Reporting and Production,3,,PeriodicallyThis course focuses on the theories and practices of radio journalism and will introduce students to the basic skills of reporting and producing radio news. A wide variety of projects are intended to develop a student’s ability to produce; conceive and write radio newscasts; news wraps; and other radio news pieces of various lengths; including live spot reports and breaking news stories. The course is designed to get students to think comprehensively about radio news and informational program production; to understand that technical proficiency; thematic clarity and journalistic integrity go hand in hand in reporting and producing radio news. Outside reporting time is required; with projects to be produced for WRHU.Prerequisite(s)/Course Notes: RTVF 021  or JRNL 015 . No liberal arts credit. Admission to class by permission of Journalism; Media Studies; and Public Relations   Department. Lab fees additional. Same as RTVF 023 .
bulletin.hofstra.edu,JRNL,JRNL026,Radio Feature Reporting and Production,3,Fall,hrough the application of theories and practices of radio feature reporting and production; students produce layered radio reports appropriate to a variety of formats. Students gain competency in pre-production planning and researching; field production; interviewing; and post-production; including writing and editing scripts; familiarity with emerging technologies and techniques; and mastery of digital editing and multi-track digital mixing. Projects include the conception; writing; and production of radio news feature stories; and creative audio pieces; many of which will be broadcast on WRHU. Students are required to be available for production and laboratory time beyond scheduled class time.Prerequisite(s)/Course Notes: RTVF 021 . No liberal arts credit. Same as RTVF 041 . Admission to class by permission of Journalism; Media Studies; and Public Relations   Department. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL027,Radio Magazine Production,3,Spring,Through the application and theories of audio production and contemporary radio programming; students conceptualize and produce a broad array of magazine programs reflecting the various formats of today’s diverse radio market. Combining hands-on practical exercises; in-field production work; and critical listening projects; students gain competency in the many areas related to the production of short- and long-form radio magazines. Students develop a thorough understanding of the links between distinct radio program formats; station marketing and target audiences. Projects include the production of radio interviews and live-talk segments. Students will rotate in their roles to give them a taste of the elements of successful radio magazines. Students must be available for production and laboratory time.Prerequisite(s)/Course Notes: RTVF 021  or JRNL 015  or by permission of department. No liberal arts credit. Same as RTVF 042 . Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL031,Sports Writing,3,Fall&Spring,Reporting and writing news; feature and investigative stories from the world of amateur and professional sports.  Students must be able to cover sporting events; particularly those of Hofstra University teams.  Students will learn the special legal and ethical dimensions of sports journalism; along with an examination of the history and current best practices of sports journalism in newspapers; magazines and online publications. Prerequisite(s)/Course Notes: JRNL 011 . May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL041,Photojournalism,3,Fall&Spring,Theory and practice of making; editing and presenting photographs; photo illustrations  and other digital images in accordance with the highest ethical standards of journalism.   Students will learn the fundamentals of generating still images for print and  Web publications.  Lecture and seminar portion of the course will stress ethical;  historical; aesthetic and legal dimensions of visual journalism.  Students will  have numerous out-of-classroom assignments; both in the field and in the computer  lab.  Students must provide their own digital cameras with manual controls for  shutter speed and aperture. Prerequisite(s)/Course Notes: JRNL 010  and 011 . May not be taken on a  Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL050,Feature and Magazine Writing,3,Spring,Writing and reporting of feature news stories for print and the Web with special emphasis  on stories intended for magazine publication.Prerequisite(s)/Course Notes: JRNL 013 . Outside community research and reporting time is required. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL053,Copy Editing,3,Fall&Spring,An advanced course in preparing raw copy for publication; with the emphasis on  newspaper and news magazine journalism. Skills emphasized include analyzing story  structure; mastering research tools;  spotting and filling  “holes” in stories; improving language skills (punctuation; syntax; etc.) sharpening  news judgment and writing headlines. Students learn to spot and correct unintended  bias; illogical argumentation; unwarranted conclusions; historical fallacies; discourse and writing. Strong language  skills required.Prerequisite(s)/Course Notes: JRNL 011 . Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL054,Magazine Production,3,Fall&Spring,Workshop experience in the preparation of material for periodical publication from concept to final appearance in print and online. Students will staff the nonfiction magazine Pulse; the staff will conceive; write; edit; photograph and layout material for the print edition and Web site.Prerequisite(s)/Course Notes: JRNL 011  or permission of the instructor. Ou
bulletin.hofstra.edu,JRNL,JRNL055,Basic Layout and Design for Journalists,3,,PeriodicallyIntroduction to the fundamentals of layout and design for individual story presentation in Web-based media as well as traditional print media. Course includes an introduction to typography; color theory; basic design principles; news design; feature design and online graphics reporting. We will also examine concepts such as visual editing for news photos and video; journalistic graphics; as they are employed in the presentation of individual stories with references to the history of visual journalism.Prerequisite(s)/Course Notes: JRNL 011  or permission of instructor. May not be taken on a Pass/D+/D/Fail basis. No liberal arts credit. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL056,Desktop Publishing,3,Fall&Spring,Students learn the necessary skills to design their own publications employing state-of-the-art software that includes Adobe InDesign; Adobe Photoshop and other publishing programs.Prerequisite(s)/Course Notes: No liberal arts credit. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL057,Web and Publication Design for Journalists,3,,PeriodicallyAn advanced course in the comprehensive design of news sites and publications. Students learn to apply principles of visual communication; design and composition. Skills taught include how to use photography; illustration; typography and color to add interest; direct the reader and convey information in diverse platforms and publications. The comparative strengths and uses of emerging technologies are central to the course.Prerequisite(s)/Course Notes: JRNL 055  or permission of instructor. No liberal arts credit. Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL058,Editorial and Review Writing,3,,PeriodicallyThe theory and practice of writing opinion and criticism. Examination of the work of leading editorial writers and critics. Emphasis is placed on the reporting and writing required to marshal evidence to build a cogent and convincing case. Requires several evening assignments of cultural events. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: JRNL 013 .
bulletin.hofstra.edu,JRNL,JRNL059,Information Design,3,,SummerUnderstanding effective information design and acquiring graphical literacy are essential for successful communication; whether for the news; education; or advocacy. This course examines the burgeoning use of data visualizations; infographics; and innovative visual explanations in modern communication. Students will gain an understanding of the conceptual framework and the practical skills to research and create compelling explanatory charts; diagrams; maps; and other displays of information.Prerequisite(s)/Course Notes: JRNL 011  or PR 100 . May not be taken on a Pass/D+/D/Fail basis. No liberal arts credit. Lab fee additional. (Formerly Information Graphics.)
bulletin.hofstra.edu,JRNL,JRNL071,Health; Science and Environmental Reporting,3,,PeriodicallyThis course will teach students to identify; report; and write stories on health; science; and the environment for print publications and the Web.  Students will examine the work of  leading science writers.  Philosophical; ethical and public policy issues raised by the media’s coverage of science; medicine; and environment will also be addressed.  Off-campus community research and reporting time is required.Prerequisite(s)/Course Notes: JRNL 013 . May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL072,Investigative and Depth Reporting,3,,PeriodicallyAn introduction to investigative reporting and reporting in depth also known as explanatory reporting. Students study the role of investigative and public service reporting in the context of modern democracy. They learn advanced reporting techniques; compilation and analysis of data; and how to write and package longer stories and series for newspapers and magazines. Some material is presented in lecture; but much of the course involves individual; team; and classroom projects. By permission only.Prerequisite(s)/Course Notes: JRNL 013 .
bulletin.hofstra.edu,JRNL,JRNL074,Television Sports Reporting and Producing,3,,PeriodicallyStudents will report; shoot; write and edit stories about sports events and figures; primarily on the Hofstra campus. The focus will be on developing story ideas and then producing television sports features and profiles as well as providing game coverage. Students will also be required to assist in the production of the sports segment of a weekly newscast.Prerequisite(s)/Course Notes: JRNL 014   and 015   or RTVF 064 . Lab fee additional. Same as RTVF 085 .  No liberal arts credit. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL075,News Producing and Management,3,Fall&Spring,This course will teach students to create and manage a news program in a technical environment. Students will produce and air a weekly TV newscast. Journalism producing skills to be taught include acquiring information from various sources; constructing a cohesive rundown for a newscast; writing stories to video from CNN satellite feeds; editing video for those stories and then anchoring those stories in a live  newscast. The class will also cover field producing; new media news producing; as well as managing a broadcast newsroom. 90-minute lecture and three-hour lab period required each week.  Prerequisite(s)/Course Notes: JRNL 014   and 015 . Lab fees additional. Not for liberal arts credit. May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,JRNL,JRNL076,Advanced Broadcast Journalism,3,,PeriodicallyThis course provides those concentrating in broadcast journalism with the opportunity  to produce an in-depth; long-form project of journalistic significance. Working  as a team; participants research; write; shoot; and edit a news documentary for  broadcast. Participants also analyze and critique selected works produced by news  organizations. Outside community research and reporting time is required.Prerequisite(s)/Course Notes: JRNL 017 . No liberal arts credit. Lab fees additional.
